salario,variable,variable_booleano,vacaciones,teletrabajo,jornada_tipo,funciones,contrato_tipo,nivel_profesional,formacion_minima,personas_a_cargo,experiencia,num_habilidades,num_tecnologias
0.25732899022801303,0.0,0.0,0.5,0.5,0.9999999999999999,0.26315789473684215,1.0000000000000002,0.2857142857142857,0.2615384615384615,0.0,1.0,0.2631578947368421,0.15000000000000002
0.2736156351791531,0.0,0.0,0.39999999999999997,1.0,0.9999999999999999,0.28421052631578947,1.0000000000000002,0.18367346938775506,0.3846153846153846,0.0,1.0,0.3157894736842105,0.35000000000000003
0.2899022801302932,0.0,0.0,0.5,1.0,0.9999999999999999,0.3,1.0000000000000002,0.18367346938775506,0.45384615384615384,0.0,1.0,0.3684210526315789,0.15000000000000002
0.23127035830618894,0.0,0.0,0.5,1.0,0.9117647058823527,0.3578947368421052,1.0000000000000002,0.08163265306122448,0.30769230769230765,0.0,1.0,0.21052631578947367,0.15000000000000002
0.38762214983713356,0.0,0.0,0.46666666666666673,1.0,0.9117647058823527,0.23684210526315788,1.0000000000000002,0.18367346938775506,0.48461538461538467,0.0,1.0,0.15789473684210525,0.0
0.20521172638436483,0.0,0.0,0.4333333333333333,1.0,0.9117647058823527,0.13157894736842105,1.0000000000000002,0.18367346938775506,0.3984615384615384,0.0,1.0,0.3684210526315789,0.45
0.25732899022801303,0.0,0.0,0.5,1.0,0.9117647058823527,0.3578947368421052,1.0000000000000002,0.08163265306122448,0.3846153846153846,0.0,1.0,0.2631578947368421,0.2
0.3224755700325733,0.0,0.0,0.39999999999999997,0.5,0.9999999999999999,0.12105263157894734,1.0000000000000002,0.2857142857142857,0.4076923076923077,0.0,1.0,0.3684210526315789,0.4
0.3550488599348534,0.0,0.0,0.6000000000000001,1.0,0.9117647058823527,0.3157894736842105,1.0000000000000002,0.2857142857142857,0.45384615384615384,0.0,1.0,0.3684210526315789,0.25
0.2899022801302932,0.0,0.0,0.39999999999999997,1.0,0.9999999999999999,0.28947368421052627,1.0000000000000002,0.18367346938775508,0.4076923076923077,0.0,1.0,0.3684210526315789,0.30000000000000004
0.3550488599348534,0.0,0.0,0.5,0.5,0.9117647058823527,0.13684210526315788,1.0000000000000002,0.18367346938775506,0.43076923076923074,0.0,1.0,0.3684210526315789,0.35000000000000003
0.3127035830618893,0.06,1.0,0.5,1.0,0.9999999999999999,0.22105263157894733,1.0000000000000002,0.18367346938775506,0.43076923076923074,0.0,1.0,0.2631578947368421,0.1
0.24104234527687296,0.0,0.0,0.39999999999999997,0.5,0.9999999999999999,0.23157894736842105,1.0000000000000002,0.2857142857142857,0.2846153846153846,0.0,1.0,0.3684210526315789,0.1
0.3485342019543974,0.0,0.0,0.39999999999999997,0.5,0.9999999999999999,0.13684210526315788,1.0000000000000002,0.18367346938775506,0.43076923076923074,0.0,1.0,0.3157894736842105,0.35000000000000003
0.22475570032573292,0.06,1.0,0.4333333333333333,1.0,0.9999999999999999,0.43157894736842106,1.0000000000000002,0.08163265306122448,0.30769230769230765,0.0,1.0,0.3157894736842105,0.1
0.40390879478827363,0.12,1.0,0.5,1.0,0.9117647058823527,0.38421052631578945,1.0000000000000002,0.2857142857142857,0.45384615384615384,0.0,1.0,0.3684210526315789,0.30000000000000004
0.30618892508143325,0.0,0.0,0.39999999999999997,1.0,0.9999999999999999,0.23157894736842105,1.0000000000000002,0.2857142857142857,0.45384615384615384,0.0,1.0,0.5263157894736842,0.25
0.20521172638436483,0.0,0.0,0.4333333333333333,1.0,0.9999999999999999,0.21052631578947367,1.0000000000000002,0.18367346938775506,0.3753846153846153,0.0,1.0,0.2631578947368421,0.35000000000000003
0.2899022801302932,0.08,1.0,0.39999999999999997,1.0,0.9999999999999999,0.3,1.0000000000000002,0.08163265306122448,0.3846153846153846,0.0,1.0,0.42105263157894735,0.30000000000000004
0.2899022801302932,0.0,0.0,0.4333333333333333,1.0,0.9999999999999999,0.15789473684210525,1.0000000000000002,0.18367346938775506,0.29846153846153844,0.0,1.0,0.2631578947368421,0.4
0.36156351791530944,0.08,1.0,0.4333333333333333,1.0,0.9117647058823527,0.3157894736842105,1.0000000000000002,0.2857142857142857,0.45384615384615384,0.0,1.0,0.2631578947368421,0.15000000000000002
0.3224755700325733,0.04,1.0,0.39999999999999997,1.0,0.9117647058823527,0.3736842105263158,1.0000000000000002,0.18367346938775506,0.4076923076923077,0.0,1.0,0.21052631578947367,0.2
0.3713355048859935,0.0,0.0,0.39999999999999997,1.0,0.9117647058823527,0.3157894736842105,1.0000000000000002,0.2857142857142857,0.45384615384615384,0.0,1.0,0.3684210526315789,0.2
0.1465798045602606,0.0,0.0,0.39999999999999997,0.0,0.9117647058823527,0.2736842105263158,0.8000000000000002,0.18367346938775508,0.39230769230769225,0.0,1.0,0.3684210526315789,0.4
0.247557003257329,0.04,1.0,0.39999999999999997,0.5,0.9117647058823527,0.3,1.0000000000000002,0.08163265306122448,0.3846153846153846,0.0,1.0,0.3684210526315789,0.25
0.3387622149837134,0.0,0.0,0.6000000000000001,1.0,0.9117647058823527,0.15789473684210525,1.0000000000000002,0.18367346938775506,0.4076923076923077,0.0,1.0,0.3684210526315789,0.45
