variable,vacaciones,teletrabajo,jornada_tipo,salario_media,turno_continuo,funciones,contrato_tipo,nivel_profesional,formacion_minima,personas_a_cargo,experiencia,ciudad,num_tecnologias,num_habilidades,variable_booleano
0.0,0.0,1.0,0.9999999999999999,0.2736156351791531,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.057347670250896064,0.25,0.3684210526315789,0.0
0.0,0.0,1.0,0.9999999999999999,0.25732899022801303,1.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.24372759856630824,0.05,0.42105263157894735,0.0
0.0,0.0,1.0,0.9999999999999999,0.2899022801302932,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.06093189964157706,0.2,0.3157894736842105,0.0
0.0,0.0,0.5,0.9999999999999999,0.3224755700325733,1.0,0.3684210526315789,1.0000000000000002,0.2517006802721088,0.20512820512820507,0.0,1.0,0.05376344086021506,0.15000000000000002,0.2631578947368421,0.0
0.0,0.0,1.0,0.9999999999999999,0.30618892508143325,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.05376344086021506,0.2,0.47368421052631576,0.0
0.0,0.0,0.5,0.9999999999999999,0.3224755700325733,0.0,0.17543859649122806,1.0000000000000002,0.2517006802721088,0.4487179487179487,0.0,1.0,0.0,0.30000000000000004,0.3684210526315789,0.0
0.0,0.0,1.0,0.9999999999999999,0.45276872964169385,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.0,0.25,0.3684210526315789,0.0
0.0,0.0,1.0,0.9999999999999999,0.3550488599348534,0.0,0.27192982456140347,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.03225806451612904,0.30000000000000004,0.2631578947368421,0.0
0.0,0.0,1.0,0.9999999999999999,0.3387622149837134,0.0,0.27192982456140347,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.05376344086021506,0.30000000000000004,0.3684210526315789,0.0
0.0,0.0,1.0,0.9999999999999999,0.3224755700325733,0.0,0.27192982456140347,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.01792114695340502,0.30000000000000004,0.3684210526315789,0.0
0.0,0.0,1.0,0.9999999999999999,0.2899022801302932,1.0,0.25438596491228066,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.014336917562724016,0.25,0.2631578947368421,0.0
0.0,0.0,0.5,0.9999999999999999,0.22475570032573292,0.0,0.15789473684210525,1.0000000000000002,0.2517006802721088,0.3846153846153846,0.0,1.0,0.0,0.4,0.3684210526315789,0.0
0.0,0.0,1.0,0.9117647058823527,0.25732899022801303,1.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.0,0.25,0.42105263157894735,0.0
0.0,0.0,1.0,0.9999999999999999,0.22475570032573292,0.0,0.25438596491228066,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.08602150537634409,0.25,0.3157894736842105,0.0
0.08,0.0,1.0,0.9117647058823527,0.24104234527687296,1.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.04301075268817204,0.25,0.42105263157894735,1.0
0.0,0.0,0.5,0.9117647058823527,0.3127035830618893,0.0,0.4473684210526316,1.0000000000000002,0.08163265306122448,0.4230769230769231,0.0,1.0,0.09677419354838711,0.1,0.10526315789473684,0.0
0.0,0.0,0.5,0.9117647058823527,0.3550488599348534,0.0,0.2192982456140351,1.0000000000000002,0.2517006802721088,0.4102564102564102,0.0,1.0,0.05376344086021506,0.30000000000000004,0.3684210526315789,0.0
0.0,0.0,1.0,0.9117647058823527,0.15309446254071662,0.0,0.27192982456140347,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.0,0.35000000000000003,0.42105263157894735,0.0
0.0,0.0,0.5,0.9117647058823527,0.21498371335504887,1.0,0.16666666666666666,1.0000000000000002,0.08163265306122448,0.4230769230769231,0.0,1.0,0.08602150537634409,0.2,0.3157894736842105,0.0
0.14,0.0,1.0,0.9117647058823527,0.25732899022801303,1.0,0.21929824561403508,1.0000000000000002,0.08163265306122448,0.3846153846153846,0.0,1.0,0.028673835125448032,0.0,0.3684210526315789,1.0
0.08,0.0,1.0,0.9999999999999999,0.22475570032573292,0.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.1684587813620072,0.2,0.3684210526315789,1.0
0.18,0.0,1.0,0.9117647058823527,0.38762214983713356,0.0,0.42105263157894735,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.09677419354838711,0.05,0.0,1.0
0.0,0.0,1.0,0.9999999999999999,0.25732899022801303,0.0,0.2719298245614035,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.07168458781362008,0.35000000000000003,0.21052631578947367,0.0
0.22,0.0,1.0,0.9999999999999999,0.4201954397394137,1.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.04659498207885305,0.0,0.631578947368421,1.0
0.0,0.0,1.0,0.9999999999999999,0.38762214983713356,0.0,0.27192982456140347,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.01792114695340502,0.30000000000000004,0.42105263157894735,0.0
0.0,0.0,1.0,0.9999999999999999,0.3550488599348534,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.0,0.2,0.3157894736842105,0.0
0.0,0.0,1.0,0.9999999999999999,0.3550488599348534,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.05376344086021506,0.25,0.3684210526315789,0.0
0.0,0.0,1.0,0.9999999999999999,0.4690553745928339,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.12903225806451615,0.0,0.3157894736842105,0.0
0.0,0.0,1.0,0.9117647058823527,0.16612377850162868,1.0,0.25438596491228066,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.08602150537634409,0.25,0.3684210526315789,0.0
0.0,0.0,0.5,0.9999999999999999,0.3387622149837134,0.0,0.17543859649122806,1.0000000000000002,0.42176870748299317,0.5,0.0,1.0,0.0,0.35000000000000003,0.42105263157894735,0.0
0.1,0.0,1.0,0.9117647058823527,0.2899022801302932,1.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.0,0.05,0.3684210526315789,1.0
0.0,0.0,1.0,0.9999999999999999,0.20846905537459284,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.13261648745519714,0.25,0.3684210526315789,0.0
0.0,0.0,1.0,0.9117647058823527,0.3550488599348534,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.10752688172043012,0.15000000000000002,0.3684210526315789,0.0
0.04,0.0,1.0,0.9999999999999999,0.2736156351791531,0.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.18279569892473121,0.2,0.42105263157894735,1.0
0.0,0.0,0.5,0.9117647058823527,0.2899022801302932,1.0,0.15789473684210525,1.0000000000000002,0.2517006802721088,0.4230769230769231,0.0,1.0,0.0,0.35000000000000003,0.2631578947368421,0.0
0.0,0.0,1.0,0.9117647058823527,0.5179153094462541,0.0,0.41228070175438597,1.0000000000000002,0.08163265306122448,0.3846153846153846,0.0,1.0,0.1648745519713262,0.0,0.21052631578947367,0.0
0.0,0.0,1.0,0.9999999999999999,0.3224755700325733,1.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.04659498207885305,0.25,0.3157894736842105,0.0
0.0,0.0,1.0,0.9999999999999999,0.30618892508143325,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.21863799283154126,0.0,0.3684210526315789,0.0
0.0,0.0,1.0,0.9999999999999999,0.25732899022801303,1.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.043010752688172046,0.2,0.2631578947368421,0.0
0.08,0.0,1.0,0.9999999999999999,0.28338762214983715,0.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.1863799283154122,0.15000000000000002,0.3684210526315789,1.0
0.04,0.0,1.0,0.9999999999999999,0.3224755700325733,0.0,0.2631578947368421,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.003584229390681004,0.25,0.15789473684210525,1.0
0.0,0.0,1.0,0.9999999999999999,0.3224755700325733,1.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.24372759856630824,0.0,0.47368421052631576,0.0
0.0,0.0,1.0,0.9117647058823527,0.3550488599348534,0.0,0.25438596491228066,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.028673835125448032,0.30000000000000004,0.47368421052631576,0.0
0.0,0.0,1.0,0.9999999999999999,0.24104234527687296,0.0,0.2631578947368421,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.06451612903225808,0.25,0.15789473684210525,0.0
0.1,0.0,1.0,0.9117647058823527,0.25732899022801303,1.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.043010752688172046,0.2,0.2631578947368421,1.0
0.1,0.0,1.0,0.9999999999999999,0.3127035830618893,1.0,0.2631578947368421,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.10035842293906812,0.35000000000000003,0.5789473684210527,1.0
0.0,0.0,1.0,0.9999999999999999,0.2899022801302932,1.0,0.27192982456140347,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.057347670250896064,0.30000000000000004,0.3157894736842105,0.0
0.0,0.0,1.0,0.9117647058823527,0.30618892508143325,0.0,0.23684210526315788,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.06451612903225808,0.1,0.3157894736842105,0.0
0.0,0.0,1.0,0.9117647058823527,0.3713355048859935,0.0,0.49999999999999994,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.9999999999999999,0.24104234527687296,1.0,0.27192982456140347,1.0000000000000002,0.08163265306122448,0.28205128205128194,0.0,1.0,0.05376344086021506,0.35000000000000003,0.3157894736842105,0.0
0.0,0.0,1.0,0.9999999999999999,0.22475570032573292,1.0,0.41228070175438597,1.0000000000000002,0.08163265306122448,0.3846153846153846,0.0,1.0,0.0,0.0,0.2631578947368421,0.0
0.1,0.0,1.0,0.9999999999999999,0.4201954397394137,0.0,0.24561403508771928,1.0000000000000002,0.08163265306122448,0.33333333333333326,0.0,1.0,0.11827956989247312,0.2,0.2631578947368421,1.0
