salario_media,variable,variable_booleano,vacaciones,teletrabajo,jornada_tipo,funciones,contrato_tipo,nivel_profesional,formacion_minima,personas_a_cargo,experiencia,num_tecnologias,num_habilidades,id
42.9,0.0,0.0,22.0,0.0,2.0,26.0,1.0,4.0,8.0,0.0,1.0,9.0,2.0,id_tec_940
36.6,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,6.0,0.0,3.0,5.0,2.0,id_tec_941
57.2,0.0,0.0,22.0,0.0,2.0,5.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,id_tec_942
36.6,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,6.0,0.0,3.0,5.0,2.0,id_tec_943
20.0,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,2.0,0.0,1.0,3.0,1.0,id_tec_944
18.0,0.0,0.0,22.0,0.0,2.0,16.0,0.0,4.0,6.0,0.0,2.0,3.0,1.0,id_tec_945
38.1,0.0,0.0,22.0,1.0,2.0,20.0,0.0,4.0,6.0,0.0,2.0,3.0,2.0,id_tec_946
46.5,0.0,0.0,22.0,1.0,2.0,4.0,0.0,3.0,6.0,0.0,2.0,2.0,3.0,id_tec_947
50.0,0.0,0.0,22.0,0.0,2.0,1.0,3.0,4.0,3.0,0.0,2.0,1.0,1.0,id_tec_948
30.0,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,7.0,0.0,2.0,2.0,2.0,id_tec_949
42.0,0.0,0.0,22.0,0.0,2.0,3.0,0.0,3.0,6.0,0.0,2.0,8.0,2.0,id_tec_950
39.0,0.0,0.0,22.0,0.0,2.0,3.0,0.0,4.0,6.0,0.0,2.0,4.0,2.0,id_tec_951
36.0,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,6.0,0.0,1.0,3.0,1.0,id_tec_952
34.2,0.0,0.0,22.0,0.0,2.0,7.0,0.0,3.0,5.0,0.0,2.0,4.0,2.0,id_tec_953
42.2,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,8.0,0.0,2.0,3.0,1.0,id_tec_954
33.0,0.0,0.0,22.0,1.0,2.0,3.0,0.0,4.0,6.0,0.0,3.0,2.0,2.0,id_tec_955
55.4,0.0,0.0,22.0,1.0,2.0,0.0,0.0,4.0,6.0,0.0,2.0,5.0,1.0,id_tec_956
36.0,0.0,0.0,22.0,1.0,2.0,10.0,0.0,4.0,7.0,0.0,2.0,2.0,2.0,id_tec_957
47.2,0.0,0.0,22.0,0.0,5.0,19.0,3.0,4.0,9.0,0.0,1.0,4.0,2.0,id_tec_958
54.0,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,6.0,0.0,3.0,13.0,2.0,id_tec_959
42.6,0.0,0.0,22.0,1.0,2.0,19.0,0.0,4.0,2.0,0.0,2.0,3.0,1.0,id_tec_960
35.7,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,3.0,0.0,2.0,6.0,2.0,id_tec_961
36.9,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,6.0,0.0,2.0,1.0,2.0,id_tec_962
37.8,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,6.0,0.0,2.0,4.0,2.0,id_tec_963
28.2,0.0,0.0,22.0,0.0,0.0,4.0,0.0,4.0,8.0,0.0,2.0,7.0,1.0,id_tec_964
36.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,4.0,6.0,0.0,3.0,8.0,1.0,id_tec_965
36.0,0.0,0.0,22.0,0.0,2.0,15.0,0.0,4.0,6.0,0.0,2.0,3.0,3.0,id_tec_966
45.6,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,6.0,0.0,2.0,3.0,2.0,id_tec_967
46.5,0.0,0.0,22.0,0.0,2.0,13.0,0.0,2.0,5.0,0.0,2.0,5.0,2.0,id_tec_968
25.5,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,2.0,4.0,1.0,id_tec_969
31.3,0.0,0.0,22.0,0.0,2.0,21.0,0.0,4.0,6.0,0.0,2.0,4.0,2.0,id_tec_970
40.5,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,6.0,0.0,2.0,2.0,2.0,id_tec_971
40.8,0.0,0.0,22.0,1.0,2.0,3.0,0.0,4.0,8.0,0.0,2.0,3.0,2.0,id_tec_972
35.7,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,6.0,0.0,2.0,7.0,2.0,id_tec_973
39.0,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,id_tec_974
39.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,4.0,8.0,0.0,2.0,3.0,2.0,id_tec_975
25.5,0.0,0.0,22.0,0.0,2.0,32.0,0.0,4.0,9.0,0.0,2.0,1.0,2.0,id_tec_976
36.3,0.0,0.0,22.0,0.0,2.0,4.0,0.0,4.0,10.0,0.0,2.0,2.0,1.0,id_tec_977
38.4,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,5.0,2.0,id_tec_978
36.1,0.0,0.0,22.0,1.0,2.0,16.0,0.0,3.0,6.0,0.0,2.0,5.0,1.0,id_tec_979
39.0,0.0,0.0,22.0,1.0,2.0,2.0,0.0,4.0,6.0,0.0,2.0,2.0,1.0,id_tec_980
37.5,0.0,0.0,22.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,2.0,3.0,3.0,id_tec_981
30.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,4.0,8.0,0.0,2.0,1.0,1.0,id_tec_982
41.9,0.0,0.0,22.0,0.0,2.0,35.0,0.0,4.0,11.0,0.0,2.0,2.0,1.0,id_tec_983
28.5,0.0,0.0,22.0,0.0,2.0,4.0,0.0,4.0,6.0,0.0,2.0,3.0,1.0,id_tec_984
36.0,0.0,0.0,22.0,0.0,2.0,15.0,0.0,4.0,6.0,0.0,2.0,3.0,3.0,id_tec_985
45.0,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,6.0,0.0,2.0,2.0,2.0,id_tec_986
42.0,0.0,0.0,22.0,1.0,2.0,2.0,0.0,4.0,10.0,0.0,1.0,1.0,1.0,id_tec_987
34.2,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,7.0,0.0,2.0,2.0,3.0,id_tec_988
46.2,0.0,0.0,22.0,1.0,2.0,6.0,0.0,4.0,6.4,0.0,2.0,1.0,1.0,id_tec_989
40.2,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,6.0,0.0,2.0,5.0,1.0,id_tec_990
38.4,0.0,0.0,22.0,2.0,2.0,3.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,id_tec_991
25.5,0.0,0.0,22.0,0.0,2.0,21.0,0.0,4.0,7.0,0.0,1.0,3.0,2.0,id_tec_992
53.400000000000006,0.0,0.0,22.0,0.0,2.0,14.0,3.0,3.0,12.0,0.0,2.0,2.0,2.0,id_tec_993
28.5,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,10.0,0.0,2.0,1.0,1.0,id_tec_994
46.8,0.0,0.0,22.0,0.0,2.0,19.0,0.0,2.0,5.0,0.0,2.0,2.0,1.0,id_tec_995
42.6,0.0,0.0,22.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,1.0,3.0,3.0,id_tec_996
17.0,0.0,0.0,22.0,0.0,2.0,22.0,0.0,4.0,8.0,0.0,1.0,10.0,2.0,id_tec_997
42.0,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,6.0,0.0,2.0,3.0,2.0,id_tec_998
36.9,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_999
32.8,0.0,0.0,22.0,0.0,6.0,21.0,2.0,4.0,8.0,0.0,1.0,1.0,3.0,id_tec_1000
43.5,0.0,0.0,22.0,0.0,2.0,12.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,id_tec_1001
50.6,0.0,0.0,22.0,0.0,2.0,14.0,0.0,4.0,9.0,0.0,3.0,3.0,1.0,id_tec_1002
28.5,0.0,0.0,22.0,0.0,2.0,4.0,0.0,4.0,6.0,0.0,2.0,2.0,1.0,id_tec_1003
46.8,0.0,0.0,22.0,0.0,2.0,9.0,0.0,3.0,6.0,0.0,2.0,2.0,1.0,id_tec_1004
33.6,0.0,0.0,22.0,0.0,2.0,4.0,0.0,4.0,6.0,0.0,2.0,5.0,3.0,id_tec_1005
38.1,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.0,0.0,2.0,1.0,1.0,id_tec_1006
41.1,0.0,0.0,22.0,1.0,2.0,1.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,id_tec_1007
38.4,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1008
38.4,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,6.6,0.0,2.0,2.0,1.0,id_tec_1009
39.3,0.0,0.0,22.0,0.0,2.0,10.0,0.0,4.0,4.6,0.0,2.0,3.0,1.0,id_tec_1010
55.7,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,6.6,0.0,3.0,2.0,1.0,id_tec_1011
39.0,0.0,0.0,22.0,0.0,2.0,26.0,0.0,4.0,3.2,0.0,2.0,2.0,1.0,id_tec_1012
39.3,0.0,0.0,22.0,0.0,2.0,26.0,0.0,4.0,5.6,0.0,1.0,2.0,1.0,id_tec_1013
53.5,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,3.0,2.0,2.0,id_tec_1014
37.5,0.0,0.0,22.0,1.0,2.0,14.0,0.0,4.0,7.4,0.0,2.0,4.0,1.0,id_tec_1015
47.3,0.0,0.0,22.0,0.0,2.0,26.0,0.0,4.0,2.4,0.0,3.0,3.0,1.0,id_tec_1016
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1017
34.0,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,4.8,0.0,1.0,3.0,1.0,id_tec_1018
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1019
36.3,0.0,0.0,22.0,0.0,2.0,4.0,0.0,4.0,5.6,0.0,3.0,1.0,2.0,id_tec_1020
38.1,0.0,0.0,22.0,0.0,2.0,16.0,0.0,4.0,5.6,0.0,1.0,1.0,1.0,id_tec_1021
54.0,0.0,0.0,22.0,1.0,2.0,1.0,0.0,4.0,6.6,0.0,2.0,1.0,1.0,id_tec_1022
40.5,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,id_tec_1023
44.7,0.0,0.0,22.0,0.0,2.0,12.0,0.0,4.0,8.4,0.0,2.0,1.0,2.0,id_tec_1024
44.7,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,6.6,0.0,3.0,3.0,1.0,id_tec_1025
37.5,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,2.0,5.0,1.0,id_tec_1026
45.9,0.0,0.0,22.0,0.0,2.0,0.0,0.0,4.0,5.8,0.0,2.0,4.0,2.0,id_tec_1027
48.0,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,5.6,0.0,2.0,4.0,1.0,id_tec_1028
60.5,0.0,0.0,22.0,1.0,2.0,14.0,0.0,4.0,7.4,0.0,2.0,2.0,2.0,id_tec_1029
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1030
36.0,0.0,0.0,22.0,0.0,2.0,23.0,0.0,4.0,8.4,0.0,2.0,2.0,1.0,id_tec_1031
30.9,0.0,0.0,22.0,0.0,2.0,25.0,0.0,4.0,4.2,0.0,2.0,2.0,1.0,id_tec_1032
43.8,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,6.8,0.0,2.0,4.0,1.0,id_tec_1033
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,3.0,2.0,1.0,id_tec_1034
37.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,7.6,0.0,2.0,1.0,1.0,id_tec_1035
38.4,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,6.6,0.0,2.0,2.0,1.0,id_tec_1036
38.1,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,7.6,0.0,3.0,1.0,1.0,id_tec_1037
40.5,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,5.4,0.0,2.0,3.0,1.0,id_tec_1038
51.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,4.0,8.0,0.0,2.0,1.0,2.0,id_tec_1039
33.0,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,5.4,0.0,2.0,3.0,1.0,id_tec_1040
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,3.0,2.0,1.0,id_tec_1041
51.7,0.0,0.0,22.0,1.0,2.0,9.0,0.0,4.0,5.8,0.0,3.0,5.0,1.0,id_tec_1042
51.7,0.0,0.0,22.0,1.0,2.0,9.0,0.0,4.0,5.8,0.0,3.0,5.0,1.0,id_tec_1043
48.9,0.0,0.0,22.0,0.0,2.0,12.0,0.0,4.0,5.6,0.0,2.0,4.0,1.0,id_tec_1044
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1045
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1046
49.3,0.0,0.0,22.0,0.0,2.0,29.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1047
33.0,0.0,0.0,22.0,0.0,2.0,19.0,0.0,4.0,7.0,0.0,3.0,4.0,2.0,id_tec_1048
38.4,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1049
57.0,0.0,0.0,22.0,0.0,2.0,6.0,0.0,4.0,6.2,0.0,2.0,1.0,2.0,id_tec_1050
31.5,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,5.0,0.0,2.0,3.0,1.0,id_tec_1051
47.8,0.0,0.0,22.0,0.0,2.0,9.0,4.0,5.0,6.0,0.0,0.0,2.0,1.0,id_tec_1052
37.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,7.6,0.0,2.0,1.0,1.0,id_tec_1053
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1054
43.2,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,6.4,0.0,2.0,5.0,1.0,id_tec_1055
42.0,0.0,0.0,22.0,0.0,2.0,25.0,0.0,4.0,2.6,0.0,2.0,1.0,1.0,id_tec_1056
38.4,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,6.6,0.0,2.0,2.0,1.0,id_tec_1057
33.3,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,7.6,0.0,2.0,4.0,1.0,id_tec_1058
33.3,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,7.6,0.0,2.0,4.0,1.0,id_tec_1059
46.5,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,4.6,0.0,3.0,1.0,1.0,id_tec_1060
48.3,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,5.2,0.0,3.0,3.0,1.0,id_tec_1061
38.4,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1062
39.3,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.2,0.0,1.0,2.0,1.0,id_tec_1063
38.4,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1064
35.4,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,5.4,0.0,1.0,1.0,1.0,id_tec_1065
32.4,0.0,0.0,22.0,0.0,2.0,23.0,0.0,4.0,7.8,0.0,2.0,1.0,1.0,id_tec_1066
31.580000000000002,0.0,0.0,22.0,0.0,2.0,31.0,0.0,4.0,5.8,0.0,2.0,4.0,1.0,id_tec_1067
40.3,0.0,0.0,22.0,0.0,2.0,0.0,0.0,4.0,7.2,0.0,3.0,3.0,3.0,id_tec_1068
24.0,0.0,0.0,22.0,0.0,2.0,14.0,0.0,4.0,4.0,0.0,1.0,2.0,2.0,id_tec_1069
44.4,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,7.2,0.0,2.0,3.0,1.0,id_tec_1070
35.7,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,5.0,0.0,2.0,2.0,1.0,id_tec_1071
53.3,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,8.2,0.0,3.0,2.0,1.0,id_tec_1072
33.3,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,7.6,0.0,2.0,4.0,1.0,id_tec_1073
50.2,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,12.0,0.0,2.0,4.0,1.0,id_tec_1074
38.7,0.0,0.0,22.0,1.0,2.0,2.0,0.0,4.0,7.0,0.0,2.0,4.0,1.0,id_tec_1075
37.2,0.0,0.0,22.0,1.0,2.0,16.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1076
38.7,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,7.0,0.0,2.0,2.0,1.0,id_tec_1077
39.0,0.0,0.0,22.0,0.0,2.0,26.0,0.0,4.0,3.2,0.0,2.0,2.0,1.0,id_tec_1078
40.5,0.0,0.0,22.0,0.0,2.0,1.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1079
39.6,0.0,0.0,22.0,1.0,2.0,2.0,0.0,4.0,6.4,0.0,2.0,3.0,2.0,id_tec_1080
34.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,4.0,6.2,0.0,2.0,2.0,2.0,id_tec_1081
32.1,0.0,0.0,22.0,0.0,2.0,16.0,0.0,4.0,7.0,0.0,2.0,2.0,1.0,id_tec_1082
43.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.4,0.0,3.0,3.0,1.0,id_tec_1083
37.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,7.6,0.0,2.0,1.0,1.0,id_tec_1084
63.0,0.0,0.0,22.0,0.0,2.0,7.0,0.0,4.0,5.6,0.0,3.0,2.0,2.0,id_tec_1085
24.3,0.0,0.0,22.0,0.0,2.0,15.0,0.0,4.0,6.4,0.0,2.0,3.0,1.0,id_tec_1086
36.9,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,6.0,0.0,2.0,1.0,2.0,id_tec_1087
37.5,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,2.0,5.0,1.0,id_tec_1088
40.5,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,8.2,0.0,2.0,5.0,1.0,id_tec_1089
52.2,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,5.0,0.0,3.0,1.0,1.0,id_tec_1090
50.2,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,12.0,0.0,2.0,4.0,1.0,id_tec_1091
32.4,0.0,0.0,22.0,0.0,2.0,16.0,0.0,4.0,6.0,0.0,2.0,3.0,1.0,id_tec_1092
36.0,0.0,0.0,22.0,0.0,2.0,23.0,0.0,4.0,8.4,0.0,2.0,2.0,1.0,id_tec_1093
46.5,0.0,0.0,22.0,0.0,2.0,7.0,0.0,4.0,7.6,0.0,3.0,1.0,2.0,id_tec_1094
37.5,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,8.0,0.0,2.0,1.0,1.0,id_tec_1095
57.0,0.0,0.0,22.0,0.0,2.0,25.0,0.0,4.0,2.4,0.0,3.0,2.0,2.0,id_tec_1096
46.8,0.0,0.0,22.0,0.0,2.0,0.0,0.0,4.0,7.6,0.0,2.0,2.0,1.0,id_tec_1097
36.9,0.0,0.0,22.0,0.0,2.0,10.0,0.0,4.0,5.4,0.0,2.0,2.0,2.0,id_tec_1098
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.8,0.0,2.0,3.0,1.0,id_tec_1099
51.0,0.0,0.0,22.0,0.0,2.0,6.0,0.0,4.0,7.0,0.0,2.0,3.0,2.0,id_tec_1100
40.5,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,5.4,0.0,2.0,3.0,1.0,id_tec_1101
45.9,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,7.8,0.0,2.0,2.0,1.0,id_tec_1102
24.0,0.0,0.0,22.0,1.0,2.0,19.0,0.0,4.0,6.0,0.0,1.0,10.0,1.0,id_tec_1103
41.4,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,5.0,0.0,3.0,1.0,1.0,id_tec_1104
44.4,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,7.6,0.0,2.0,1.0,1.0,id_tec_1105
38.4,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,6.6,0.0,2.0,2.0,1.0,id_tec_1106
45.9,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,7.8,0.0,2.0,2.0,1.0,id_tec_1107
37.6,0.0,0.0,22.0,0.0,2.0,21.0,0.0,4.0,7.0,0.0,2.0,4.0,1.0,id_tec_1108
41.4,0.0,0.0,22.0,0.0,2.0,29.0,0.0,4.0,6.4,0.0,1.0,4.0,1.0,id_tec_1109
36.6,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,1.0,2.0,1.0,id_tec_1110
33.0,0.0,0.0,22.0,0.0,2.0,16.0,0.0,4.0,7.0,0.0,2.0,2.0,1.0,id_tec_1111
48.9,0.0,0.0,22.0,0.0,2.0,12.0,0.0,4.0,5.6,0.0,2.0,4.0,1.0,id_tec_1112
54.0,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,9.4,0.0,1.0,2.0,1.0,id_tec_1113
39.0,0.0,0.0,22.0,0.0,2.0,25.0,0.0,4.0,4.6,0.0,3.0,1.0,1.0,id_tec_1114
61.8,0.0,0.0,22.0,0.0,2.0,20.0,1.0,4.0,6.2,0.0,3.0,2.0,1.0,id_tec_1115
41.4,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,7.2,0.0,3.0,1.0,2.0,id_tec_1116
36.6,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,4.6,0.0,2.0,2.0,3.0,id_tec_1117
35.7,0.0,0.0,22.0,0.0,2.0,12.0,0.0,4.0,4.4,0.0,2.0,6.0,1.0,id_tec_1118
37.5,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,8.0,0.0,2.0,1.0,1.0,id_tec_1119
37.2,0.0,0.0,22.0,1.0,2.0,16.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1120
37.5,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,8.0,0.0,2.0,1.0,1.0,id_tec_1121
51.3,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,6.2,0.0,3.0,2.0,2.0,id_tec_1122
39.3,0.0,0.0,22.0,1.0,2.0,5.0,0.0,4.0,7.8,0.0,2.0,2.0,2.0,id_tec_1123
37.5,0.0,0.0,22.0,0.0,2.0,30.0,0.0,4.0,4.4,0.0,2.0,4.0,1.0,id_tec_1124
51.5,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,4.6,0.0,3.0,3.0,1.0,id_tec_1125
42.1,0.0,0.0,22.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,3.0,2.0,2.0,id_tec_1126
44.4,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,7.2,0.0,2.0,3.0,1.0,id_tec_1127
35.7,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,5.0,0.0,2.0,2.0,1.0,id_tec_1128
55.7,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,6.6,0.0,3.0,2.0,1.0,id_tec_1129
34.8,0.0,0.0,22.0,1.0,2.0,13.0,0.0,4.0,7.2,0.0,2.0,1.0,1.0,id_tec_1130
42.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,6.0,0.0,3.0,2.0,1.0,id_tec_1131
33.3,0.0,0.0,22.0,1.0,2.0,4.0,0.0,4.0,7.2,0.0,3.0,2.0,2.0,id_tec_1132
40.8,0.0,0.0,22.0,1.0,2.0,12.0,0.0,4.0,6.4,0.0,2.0,1.0,1.0,id_tec_1133
38.1,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,id_tec_1134
51.5,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,4.6,0.0,3.0,3.0,1.0,id_tec_1135
28.2,0.0,0.0,22.0,0.0,2.0,4.0,0.0,4.0,7.8,0.0,2.0,4.0,2.0,id_tec_1136
38.4,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,8.0,0.0,2.0,2.0,1.0,id_tec_1137
39.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,4.0,8.0,0.0,1.0,2.0,1.0,id_tec_1138
43.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.4,0.0,3.0,3.0,1.0,id_tec_1139
40.8,0.0,0.0,22.0,0.0,2.0,14.0,0.0,4.0,6.2,0.0,3.0,5.0,2.0,id_tec_1140
30.0,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,5.2,0.0,2.0,2.0,1.0,id_tec_1141
44.4,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.6,0.0,3.0,4.0,1.0,id_tec_1142
43.8,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.4,0.0,3.0,3.0,1.0,id_tec_1143
22.5,0.0,0.0,22.0,0.0,2.0,15.0,0.0,4.0,8.4,0.0,1.0,3.0,1.0,id_tec_1144
33.0,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,4.2,0.0,2.0,1.0,2.0,id_tec_1145
44.4,0.0,0.0,22.0,0.0,2.0,13.0,0.0,4.0,7.2,0.0,2.0,3.0,1.0,id_tec_1146
43.5,0.0,0.0,22.0,1.0,2.0,15.0,0.0,4.0,7.4,0.0,2.0,2.0,2.0,id_tec_1147
35.7,0.0,0.0,22.0,0.0,2.0,30.0,0.0,4.0,8.4,0.0,2.0,2.0,1.0,id_tec_1148
32.7,0.0,0.0,22.0,0.0,2.0,5.0,0.0,4.0,7.8,0.0,2.0,3.0,2.0,id_tec_1149
51.3,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,5.4,0.0,2.0,3.0,1.0,id_tec_1150
39.3,0.0,0.0,22.0,0.0,2.0,26.0,0.0,4.0,3.6,0.0,2.0,1.0,1.0,id_tec_1151
40.8,0.0,0.0,22.0,0.0,2.0,1.0,0.0,4.0,8.2,0.0,2.0,2.0,1.0,id_tec_1152
45.9,0.0,0.0,22.0,0.0,2.0,20.0,0.0,4.0,7.8,0.0,2.0,2.0,1.0,id_tec_1153
32.4,0.0,0.0,22.0,0.0,2.0,16.0,0.0,4.0,6.0,0.0,2.0,3.0,1.0,id_tec_1154
44.4,0.0,0.0,22.0,0.0,2.0,8.0,0.0,4.0,8.6,0.0,3.0,4.0,1.0,id_tec_1155
44.7,0.0,0.0,22.0,0.0,2.0,9.0,0.0,4.0,6.6,0.0,3.0,3.0,1.0,id_tec_1156
42.0,0.0,0.0,22.0,1.0,2.0,8.0,0.0,4.0,7.0,0.0,2.0,3.0,1.0,id_tec_1157
