tecnologia,tec_id
Python,1
Java,2
SQL,3
JavaScript,4
AWS,5
Kafka,6
Argo CD,7
Flux,8
React,9
Kotlin,10
PostgreSQL,11
Spring,12
Azure,13
Kubernetes,14
Terraform,15
Linux,16
Git,17
GitLab,18
Fastapi,19
MySQL,20
NodeJS,21
TypeScript,22
Google Cloud,23
Bash,24
Shopify,25
NextJS,26
Vue,27
Github,28
PHP,29
Figma,30
HTML,31
CSS,32
Jest,33
Grafana,34
MongoDB,35
GraphQL,36
jQuery,37
AngularJS,38
Ruby,39
Elixir,40
Storybook,41
VanillaJS,42
Kibana,43
